0|1|3
0|2|27
0|4|92
0|6|51
0|7|81
0|11|71
0|14|54
0|19|97
0|20|67
0|23|59
0|27|90
0|32|48
0|39|36
0|41|9
0|42|13
0|43|81
0|44|64
0|45|3
0|49|89
0|53|39
0|54|75
0|55|5
0|56|65
0|61|47
0|65|69
0|68|95
0|69|31
0|71|49
0|72|45
0|73|65
0|74|57
0|80|89
0|82|2
0|83|93
0|85|87
0|86|5
0|88|24
0|90|23
0|91|2
0|93|49
0|94|39
0|95|79
0|96|89
0|99|69
0|102|94
0|108|79
0|111|25
0|113|84
0|115|42
0|116|61
0|118|69
0|119|79
0|122|98
0|126|61
0|128|78
0|130|15
0|131|69
0|132|58
0|133|39
0|135|7
0|136|4
0|137|61
0|138|58
0|139|77
0|140|82
0|142|14
0|144|71
0|145|62
0|146|48
0|150|9
0|152|92
0|153|87
0|154|82
0|155|1
0|156|14
0|157|53
0|158|33
0|159|32
0|161|71
0|164|28
0|165|39
0|167|51
0|169|84
0|171|84
0|173|81
1|3|88
1|7|50
1|8|39
1|9|68
1|12|14
1|14|79
1|16|32
1|17|75
1|20|50
1|23|15
1|29|42
1|32|42
1|34|84
1|36|47
1|37|66
1|38|95
1|40|19
1|43|32
1|47|61
1|48|85
1|50|19
1|51|11
1|52|29
1|55|3
1|60|65
1|62|20
1|64|17
1|66|71
1|69|62
1|71|16
1|72|25
1|75|17
1|76|77
1|77|84
1|80|60
1|81|18
1|82|83
1|84|24
1|85|62
1|87|33
1|95|53
1|101|91
1|102|69
1|103|57
1|105|61
1|106|49
1|108|98
1|110|51
1|111|57
1|112|52
1|113|84
1|114|31
1|115|45
1|116|9
1|118|83
1|119|58
1|120|54
1|121|42
1|122|1
1|127|93
1|131|6
1|132|79
1|134|22
1|135|82
1|137|87
1|141|95
1|142|100
1|144|51
1|145|87
1|146|92
1|147|49
1|149|89
1|151|17
1|154|45
1|155|90
1|159|63
1|160|99
1|161|92
1|162|86
1|164|75
1|165|29
1|166|64
1|167|55
1|169|20
1|171|99
1|172|94
1|173|93
1|174|7
2|3|20
2|5|41
2|7|98
2|9|92
2|10|98
2|14|69
2|16|96
2|18|94
2|19|80
2|20|80
2|22|65
2|25|30
2|26|51
2|28|19
2|29|28
2|31|93
2|33|85
2|36|76
2|40|75
2|41|23
2|42|100
2|43|96
2|44|33
2|46|85
2|49|51
2|53|100
2|54|80
2|56|15
2|60|60
2|62|42
2|63|98
2|67|69
2|69|89
2|72|56
2|75|33
2|76|64
2|77|27
2|78|2
2|81|1
2|83|22
2|85|73
2|86|31
2|87|56
2|88|44
2|89|12
2|90|88
2|95|64
2|96|39
2|97|76
2|99|77
2|100|33
2|103|17
2|104|58
2|106|75
2|109|53
2|110|67
2|113|46
2|114|55
2|115|79
2|116|48
2|120|5
2|121|61
2|123|26
2|124|22
2|125|74
2|128|14
2|131|16
2|132|21
2|133|4
2|137|9
2|139|97
2|140|40
2|142|14
2|143|87
2|147|100
2|150|28
2|151|10
2|153|59
2|154|13
2|157|45
2|158|46
2|160|44
2|161|11
2|162|14
2|163|20
2|171|61
2|172|62
3|4|38
3|8|84
3|9|70
3|11|23
3|12|99
3|13|70
3|14|83
3|17|85
3|18|25
3|19|29
3|20|51
3|25|21
3|27|8
3|28|69
3|31|95
3|33|16
3|36|96
3|37|55
3|39|44
3|40|16
3|41|70
3|42|67
3|44|89
3|47|37
3|49|47
3|50|99
3|51|90
3|52|2
3|56|44
3|57|21
3|58|50
3|59|21
3|61|71
3|62|14
3|65|11
3|66|71
3|69|93
3|70|17
3|72|59
3|73|97
3|74|16
3|77|58
3|80|41
3|81|14
3|84|51
3|85|78
3|91|46
3|93|25
3|99|49
3|100|23
3|101|38
3|106|88
3|107|10
3|109|48
3|112|24
3|114|54
3|116|1
3|118|11
3|119|1
3|122|66
3|123|18
3|124|22
3|126|71
3|127|87
3|128|95
3|129|29
3|130|85
3|132|22
3|136|66
3|137|35
3|138|64
3|142|59
3|144|7
3|145|4
3|149|32
3|151|28
3|152|82
3|154|81
3|156|48
3|158|34
3|159|92
3|162|23
3|167|78
3|168|66
3|171|80
3|174|56
4|5|41
4|6|64
4|7|29
4|8|44
4|9|80
4|10|10
4|11|39
4|14|15
4|15|37
4|18|55
4|20|27
4|22|55
4|23|53
4|25|39
4|26|99
4|28|28
4|29|64
4|34|51
4|36|14
4|39|2
4|41|12
4|44|3
4|48|37
4|54|14
4|56|94
4|57|78
4|59|78
4|65|64
4|70|92
4|72|89
4|73|39
4|74|25
4|75|20
4|76|48
4|78|49
4|79|16
4|85|90
4|86|69
4|89|91
4|92|93
4|94|93
4|98|96
4|100|71
4|101|15
4|102|26
4|104|62
4|105|47
4|106|15
4|107|82
4|108|34
4|109|37
4|110|82
4|112|94
4|113|36
4|118|11
4|121|99
4|125|19
4|127|2
4|129|15
4|131|93
4|132|38
4|133|76
4|135|4
4|140|87
4|141|80
4|142|96
4|143|88
4|144|81
4|146|32
4|149|14
4|150|41
4|154|53
4|157|9
4|160|70
4|162|16
4|163|11
4|164|89
4|166|85
4|169|77
4|174|37
5|8|37
5|10|54
5|14|18
5|21|62
5|25|99
5|28|96
5|30|23
5|33|10
5|36|98
5|40|10
5|42|43
5|43|78
5|44|53
5|45|89
5|46|15
5|48|8
5|51|63
5|52|46
5|55|5
5|56|66
5|59|62
5|68|90
5|71|30
5|73|20
5|74|31
5|75|76
5|79|63
5|81|25
5|84|65
5|85|58
5|86|45
5|87|78
5|92|91
5|93|80
5|94|73
5|95|81
5|97|7
5|100|27
5|101|22
5|102|50
5|104|14
5|107|52
5|108|2
5|110|72
5|111|12
5|115|60
5|117|78
5|118|60
5|119|26
5|120|54
5|121|75
5|123|3
5|124|97
5|125|88
5|128|91
5|134|57
5|136|17
5|137|17
5|139|17
5|141|2
5|142|39
5|144|13
5|145|34
5|146|46
5|148|50
5|150|22
5|151|26
5|152|68
5|157|31
5|158|23
5|161|33
5|164|27
5|165|43
5|166|80
5|168|71
5|169|65
5|171|10
5|172|22
6|11|76
6|13|70
6|18|21
6|20|56
6|23|78
6|24|40
6|29|25
6|31|48
6|33|3
6|35|73
6|36|68
6|37|95
6|39|54
6|40|25
6|43|88
6|44|25
6|45|18
6|46|34
6|49|62
6|50|34
6|54|44
6|58|39
6|59|71
6|61|61
6|65|47
6|66|93
6|67|76
6|70|25
6|71|58
6|73|96
6|76|34
6|79|42
6|81|5
6|83|38
6|85|51
6|86|41
6|87|6
6|91|40
6|92|47
6|100|78
6|102|63
6|103|33
6|104|40
6|106|41
6|107|69
6|108|62
6|111|26
6|112|50
6|113|38
6|115|34
6|118|79
6|120|7
6|122|81
6|123|41
6|124|57
6|126|17
6|127|20
6|128|91
6|129|41
6|130|67
6|131|87
6|132|63
6|134|16
6|141|24
6|142|31
6|143|91
6|144|73
6|147|9
6|148|23
6|149|20
6|150|54
6|151|41
6|152|21
6|154|43
6|158|44
6|159|8
6|163|2
6|164|73
6|165|85
6|166|43
6|170|27
6|172|88
7|9|51
7|10|29
7|11|83
7|12|43
7|14|20
7|15|27
7|16|41
7|17|6
7|18|82
7|20|100
7|24|59
7|25|24
7|27|63
7|28|62
7|31|77
7|33|69
7|34|4
7|35|97
7|41|9
7|42|2
7|44|82
7|47|60
7|49|23
7|50|96
7|51|60
7|52|27
7|54|28
7|55|45
7|56|76
7|57|4
7|58|13
7|61|79
7|62|65
7|63|94
7|64|42
7|66|85
7|67|39
7|68|91
7|70|83
7|71|7
7|74|60
7|78|18
7|81|31
7|82|56
7|83|91
7|85|41
7|86|75
7|90|21
7|93|76
7|94|21
7|98|92
7|100|53
7|101|100
7|103|19
7|105|76
7|106|12
7|107|82
7|108|24
7|110|28
7|113|89
7|114|71
7|117|73
7|118|48
7|119|60
7|122|42
7|124|79
7|126|42
7|127|82
7|129|90
7|133|16
7|134|6
7|136|1
7|140|97
7|143|28
7|145|1
7|147|95
7|150|69
7|151|20
7|152|70
7|153|65
7|154|87
7|155|15
7|161|58
7|164|34
7|165|36
7|167|62
7|169|44
7|170|24
7|171|70
7|173|83
7|174|30
8|10|48
8|12|6
8|15|51
8|19|52
8|20|65
8|23|58
8|25|45
8|26|34
8|28|56
8|29|5
8|30|69
8|32|95
8|33|88
8|34|82
8|36|16
8|37|46
8|38|37
8|44|47
8|45|86
8|48|78
8|50|41
8|54|89
8|56|24
8|59|45
8|60|60
8|61|23
8|65|29
8|67|13
8|68|79
8|69|68
8|71|88
8|72|67
8|76|21
8|77|8
8|79|23
8|80|96
8|81|45
8|82|7
8|83|88
8|86|4
8|88|62
8|89|65
8|91|93
8|96|50
8|97|94
8|98|27
8|100|55
8|103|41
8|105|1
8|116|63
8|119|12
8|121|81
8|122|76
8|126|72
8|132|45
8|133|42
8|134|96
8|139|28
8|140|23
8|141|86
8|142|40
8|143|86
8|144|92
8|146|20
8|150|13
8|151|67
8|154|66
8|155|22
8|156|61
8|157|66
8|158|79
8|159|5
8|160|35
8|161|68
8|163|23
8|165|20
9|13|72
9|15|41
9|17|85
9|18|5
9|19|76
9|22|49
9|23|100
9|25|2
9|26|41
9|27|89
9|36|94
9|37|7
9|38|24
9|39|87
9|41|29
9|45|14
9|49|66
9|50|18
9|52|3
9|54|11
9|58|38
9|59|36
9|61|87
9|63|70
9|64|34
9|65|70
9|66|17
9|68|87
9|70|47
9|71|43
9|74|18
9|75|62
9|77|44
9|80|4
9|81|27
9|82|43
9|83|75
9|84|55
9|88|35
9|89|38
9|91|43
9|94|77
9|100|77
9|101|36
9|105|95
9|107|35
9|108|23
9|109|35
9|114|15
9|115|71
9|119|46
9|120|9
9|121|77
9|123|12
9|124|72
9|126|85
9|128|59
9|132|16
9|133|57
9|134|93
9|135|93
9|137|22
9|139|56
9|140|41
9|141|25
9|142|54
9|145|35
9|146|76
9|151|74
9|153|48
9|157|57
9|159|73
9|161|65
9|162|84
9|164|16
9|167|69
9|168|46
9|170|27
9|171|98
9|173|20
9|174|72
10|13|39
10|15|68
10|17|73
10|20|34
10|23|45
10|25|17
10|26|84
10|27|96
10|32|82
10|35|94
10|39|86
10|41|40
10|44|48
10|48|21
10|50|14
10|52|96
10|53|11
10|54|52
10|57|81
10|58|96
10|59|4
10|60|56
10|63|3
10|64|18
10|65|41
10|66|13
10|67|35
10|68|93
10|69|50
10|70|10
10|73|84
10|74|45
10|77|48
10|80|90
10|81|88
10|82|49
10|85|64
10|86|71
10|87|5
10|89|82
10|90|60
10|91|37
10|92|77
10|93|38
10|94|71
10|97|20
10|100|89
10|101|95
10|102|17
10|104|64
10|105|60
10|110|11
10|111|6
10|113|7
10|114|34
10|118|64
10|121|29
10|123|65
10|124|79
10|126|46
10|128|70
10|130|35
10|131|81
10|132|70
10|133|20
10|134|93
10|135|9
10|136|70
10|138|38
10|140|35
10|142|16
10|143|66
10|145|51
10|152|69
10|154|67
10|158|31
10|160|100
10|161|70
10|162|76
10|164|99
10|167|91
10|170|5
10|171|100
10|173|85
10|174|46
11|12|32
11|13|71
11|16|48
11|18|63
11|19|24
11|23|55
11|24|36
11|26|35
11|28|66
11|33|1
11|35|49
11|37|20
11|38|42
11|40|78
11|42|42
11|44|42
11|45|8
11|47|16
11|48|57
11|50|92
11|52|96
11|55|90
11|58|65
11|59|72
11|60|4
11|61|74
11|62|23
11|63|37
11|64|4
11|67|65
11|69|53
11|70|95
11|71|56
11|73|23
11|74|52
11|76|95
11|77|12
11|79|83
11|84|79
11|88|6
11|92|82
11|93|62
11|95|58
11|97|78
11|98|13
11|102|60
11|103|78
11|105|11
11|108|95
11|110|98
11|111|73
11|112|52
11|114|28
11|116|25
11|117|64
11|119|10
11|123|19
11|124|6
11|125|84
11|131|3
11|136|67
11|137|84
11|140|59
11|142|68
11|143|42
11|145|9
11|148|60
11|151|90
11|153|35
11|155|57
11|156|23
11|158|12
11|160|15
11|161|15
11|164|26
11|168|22
11|169|78
11|170|88
11|172|38
11|173|15
12|14|66
12|15|20
12|16|16
12|17|90
12|18|23
12|21|44
12|22|97
12|23|8
12|24|22
12|27|22
12|28|100
12|29|99
12|34|51
12|35|21
12|37|4
12|38|71
12|40|3
12|41|35
12|43|79
12|51|77
12|52|83
12|54|10
12|55|69
12|58|34
12|60|60
12|61|68
12|62|83
12|63|46
12|67|18
12|69|31
12|70|46
12|71|10
12|72|45
12|73|68
12|74|1
12|75|33
12|76|24
12|79|79
12|80|33
12|82|43
12|87|90
12|88|40
12|89|9
12|90|83
12|91|32
12|95|22
12|100|62
12|102|70
12|103|35
12|104|7
12|108|88
12|109|57
12|111|93
12|112|4
12|115|58
12|116|13
12|119|29
12|122|75
12|123|74
12|126|90
12|127|18
12|128|58
12|129|63
12|130|12
12|131|96
12|132|26
12|133|7
12|137|92
12|138|73
12|139|48
12|142|46
12|143|48
12|144|93
12|145|18
12|147|62
12|153|58
12|155|73
12|159|45
12|161|100
12|162|35
12|164|15
12|165|92
12|166|35
12|168|82
12|173|15
12|174|58
13|16|17
13|19|92
13|20|18
13|21|7
13|23|13
13|24|100
13|27|96
13|29|91
13|30|82
13|31|19
13|32|9
13|34|34
13|38|6
13|40|23
13|41|81
13|42|86
13|44|37
13|46|33
13|49|34
13|52|17
13|54|45
13|55|17
13|56|50
13|57|33
13|58|3
13|59|73
13|62|100
13|63|49
13|66|77
13|68|67
13|69|59
13|71|63
